278177,"""hatfield pennsylvania usa""","""24"""
278181,"""albuquerque new mexico usa""",NULL
278183,"""el dorado kansas usa""",NULL
278184,"""newark delaware usa""","""50"""
278185,"""pendleton oregon usa""","""35"""
278188,"""lake george new york usa""","""34"""
278193,"""offenbach hessen germany""","""41"""
278194,"""aptos california usa""",NULL
278197,"""kennesaw georgia usa""",NULL
278199,"""houston texas usa""","""48"""
278200,"""cleveland ohio usa""","""62"""
278202,"""coral springs florida usa""",NULL
278203,"""richmond virginia usa""","""38"""
278204,"""madrid madrid spain""","""18"""
278206,"""christchurch canterbury new zealand""","""37"""
278207,"""st peters missouri usa""",NULL
278209,"""philadelphia pennsylvania usa""","""57"""
278212,"""chicago illinois usa""","""33"""
278213,"""philadelphia pennsylvania usa""",NULL
278215,"""nelson motueka nz new zealand""","""28"""
278216,"""san jose california usa""","""52"""
278218,"""canberra australian capital territory australia""","""37"""
278220,"""vancouver british columbia canada""",NULL
278221,"""oshawa ontario canada""","""32"""
278224,"""berkeley california usa""",NULL
278227,"""miami florida usa""",NULL
278229,"""calgary alberta canada""",NULL
278235,"""almeria n/a spain""","""27"""
278237,"""barcelona lisboa portugal""","""25"""
278238,"""waunakee wisconsin usa""","""45"""
278242,"""shanghai shanghai china""","""26"""
278243,"""glen ellyn illinois usa""","""46"""
278244,"""grandville michigan usa""",NULL
278245,"""wetzikon zürich switzerland""","""44"""
278246,"""cary north carolina usa""",NULL
278248,"""na manitoba canada""",NULL
278249,"""heidelberg baden-württemberg",NULL
278250,"""louisville kentucky usa""",NULL
278251,"""lockport new york usa""","""45"""
278253,"""san antonio texas usa""","""49"""
278254,"""brisol pennsylvania usa""","""26"""
278255,"""robesonia pennsylvania usa""","""34"""
278257,"""new orleans louisiana usa""","""41"""
278259,"""chesapeake virginia usa""","""37"""
278260,"""burlington massachusetts usa""",NULL
278263,"""acworth georgia usa""","""34"""
278264,"""madrid comunidad de madrid spain""","""55"""
278270,"""wichita falls texas usa""","""63"""
278274,"""south pasadena california usa""","""50"""
278279,"""southend england united kingdom""","""18"""
278280,"""freiburg baden-wuerttemberg germany""",NULL
278297,"""bogart georgia usa""",NULL
278300,"""dallas texas usa""",NULL
278302,"""düsseldorf nordrhein-westfalen germany""","""104"""
278307,"""etobicoke ontario canada""","""51"""
278310,"""san luis new york argentina""","""18"""
278311,"""vancouver washington usa""",NULL
278313,"""valladolid castilla y león italy""","""31"""
278314,"""norfolk virginia usa""",NULL
278316,"""melbourne victoria australia""","""41"""
278319,"""agawam massachusetts usa""","""64"""
278325,"""arlington texas usa""","""59"""
278328,"""miami oklahoma usa""",NULL
278330,"""livonia new york usa""","""46"""
278332,"""nijmegen gelderland netherlands""",NULL
278333,"""yakima washington usa""",NULL
278334,"""22 australian capital territory australia""",NULL
278336,"""new paltz new york usa""",NULL
278342,"""st. john`s newfoundland canada""",NULL
278345,"""benton arkansas usa""","""49"""
278346,"""palmdale california usa""",NULL
278350,"""niwot colorado usa""","""52"""
278355,"""fridley minnesota usa""","""33"""
278356,"""lakeland tennessee usa""","""57"""
278357,"""hamilton ontario canada""",NULL
278358,"""omaha nebraska usa""","""36"""
278361,"""ottawa ontario canada""","""28"""
278364,"""columbus ohio usa""","""26"""
278365,"""thousand oaks ",NULL
278368,"""new york new york usa""",NULL
278373,"""dubbo new south wales australia""","""13"""
278376,"""danville pennsylvania usa""","""54"""
278377,"""las vegas nevada usa""",NULL
278378,"""los angeles california usa""","""25"""
278388,"""seattle washington usa""","""51"""
278389,"""newcastle new south wales australia""","""43"""
278390,"""elburn illinois usa""","""35"""
278394,"""lousiville kentucky usa""","""20"""
278396,"""corona california usa""",NULL
278398,"""sydney new south wales australia""","""49"""
278400,"""west bend wisconsin usa""","""41"""
278401,"""zürich zürich switzerland""","""25"""
278407,"""venezia veneto italy""","""39"""
278409,"""red deer alberta canada""",NULL
278411,"""stratford texas usa""","""54"""
278413,"""kansas city missouri usa""","""76"""
278418,"""omaha nebraska usa""",NULL
278419,"""glen ellyn illinois usa""",NULL
278422,"""new york new york usa""","""32"""
278423,"""milano lombardia italy""","""38"""
278425,"""póvoa de lanhoso minho portugal""","""12"""
278430,"""melbourne victoria australia""","""48"""
278431,"""alexandria virginia usa""","""39"""
278432,"""east meadow new york usa""",NULL
278435,"""innsbruck tirol austria""","""23"""
278439,"""brescia ","24"""
278444,"""thornhill ontario canada""","""51"""
278446,"""fallon nevada usa""","""49"""
278449,"""bartlett tennessee usa""",NULL
278450,"""florissant missouri usa""",NULL
278452,"""albuquerque new mexico usa""",NULL
278458,"""saskatoon saskatchewan canada""","""31"""
278459,"""chicago illinois usa""","""28"""
278461,"""colquitt georgia usa""","""16"""
278462,"""tucson arizona usa""","""40"""
278465,"""woodbridge virginia usa""","""27"""
278466,"""new york new york usa""","""22"""
278469,"""naples florida usa""","""57"""
278474,"""croydon new south wales australia""","""40"""
278475,"""spring texas usa""",NULL
278479,"""los angeles california usa""",NULL
278483,"""indianapolis indiana usa""",NULL
278487,"""visalia california usa""",NULL
278488,"""santa maria california usa""","""42"""
278490,"""southfield michigan usa""",NULL
278491,"""surprise arizona usa""","""43"""
278492,"""madrid madrid spain""","""29"""
278500,"""rochester hills michigan usa""",NULL
278501,"""boston massachusetts usa""",NULL
278503,"""houston texas usa""",NULL
278506,"""springfield virginia usa""",NULL
278510,"""vancouver british columbia canada""",NULL
278512,"""hillsdale michigan usa""",NULL
278514,"""sandusky ohio usa""","""60"""
278515,"""northampton n/a united kingdom""",NULL
278520,"""princeton-by-the-sea california usa""",NULL
278522,"""orange beach alabama usa""",NULL
278524,"""kansas city ","10"""
278525,"""gardiner maine usa""","""12"""
278528,"""cleveland oklahoma usa""","""45"""
278529,"""boulder city nevada usa""",NULL
278531,"""johnson city tennessee usa""","""45"""
278533,"""pleasanton california usa""",NULL
278534,"""douglassville pennsylvania usa""",NULL
278535,"""oshkosh wisconsin usa""",NULL
278536,"""st. louis missouri usa""",NULL
278537,"""friendswood texas usa""","""29"""
278538,"""griswold iowa usa""","""33"""
278539,"""melbourne victoria australia""",NULL
278540,"""boone iowa usa""","""26"""
278541,"""ottawa ontario canada""",NULL
278542,"""greeneville tennessee usa""","""39"""
278543,"""valenica california usa""","""39"""
278545,"""cottonwood california usa""",NULL
278550,"""aurora illinois usa""","""30"""
278551,"""bad honnef nordrhein-westfalen germany""","""21"""
278552,"""royal oak michigan usa""","""26"""
278554,"""takasaki gunma japan""","""22"""
278556,"""yellowknife northwest territories canada""",NULL
278559,"""zaandijk the netherlands netherlands""","""24"""
278561,"""merrimack new hampshire usa""",NULL
278563,"""wien wien austria""","""37"""
278565,"""pikesville maryland usa""",NULL
278568,"""burlington ontario canada""",NULL
278569,"""ann arbor ",NULL
278571,"""albacete albacete spain""","""28"""
278573,"""alexandria virginia usa""","""38"""
278582,"""slidell louisiana usa""",NULL
278586,"""port orchard washington usa""","""63"""
278588,"""fossano piemonte italy""",NULL
278597,"""huntsville alabama usa""",NULL
278601,"""austin texas usa""",NULL
278606,"""capena rm italy""","""38"""
278608,"""west vancouver british columbia canada""",NULL
278610,"""deer park texas usa""",NULL
278615,"""discovery bay washington usa""",NULL
278618,"""wohlen n/a switzerland""","""37"""
278620,"""tualatin oregon usa""","""44"""
278621,"""victoria delaware canada""","""74"""
278629,"""city of campltown new south wales australia""","""15"""
278633,"""sandy utah usa""",NULL
278634,"""dallas texas usa""",NULL
278636,"""irvington alabama usa""",NULL
278637,"""strasbourg alsace france""",NULL
278641,"""l. p. alberta canada""",NULL
278644,"""muenchen bayern germany""","""28"""
278645,"""fountain hills arizona usa""",NULL
278648,"""las vegas nevada usa""",NULL
278650,"""san francisco california usa""",NULL
278652,"""murrieta ",NULL
278653,"""juniata nebraska usa""","""51"""
278659,"""vancouver washington usa""","""33"""
278663,"""arlington texas usa""",NULL
278665,"""frankfurt am main hessen germany""",NULL
278668,"""madrid madrid spain""","""48"""
278669,"""spring hill fl hernando""","""13"""
278670,"""clarkdale arizona usa""","""33"""
278671,"""bremen n/a germany""",NULL
278672,"""halifax nova scotia canada""","""43"""
278675,"""paris paris france""","""28"""
278681,"""downers grove illinois usa""",NULL
278683,"""fort worth texas usa""","""27"""
278688,"""rome lazio italy""","""37"""
278691,"""vigo spain spain""","""33"""
278692,"""butler western australia australia""","""26"""
278694,"""montgomery alabama usa""","""57"""
278698,"""pasadena maryland",NULL
278710,"""gibsonia pennsylvania usa""","""58"""
278713,"""albuquerque new mexico usa""","""63"""
278714,"""silverton oregon usa""",NULL
278715,"""college station texas usa""","""44"""
278720,"""wiesloch baden-württemberg germany""","""31"""
278721,"""kamen nordrhein-westfalen germany""","""44"""
278723,"""prior lake minnesota usa""","""52"""
278724,"""el paso texas united kingdom""","""54"""
278729,"""großostheim bayern germany""","""15"""
278731,"""stuttgart baden-württemberg germany""",NULL
278732,"""victoria british columbia canada""",NULL
278740,"""pottstown pennsylvania usa""",NULL
278747,"""sundsvall västernorrland sweden""","""20"""
278750,"""sylmar california usa""",NULL
278752,"""london nova scotia canada""","""9"""
278755,"""herkimer alaska mexico""","""18"""
278759,"""new bern north carolina usa""",NULL
278760,"""jax florida usa""",NULL
278764,"""herzerock-clarholz nrw germany""",NULL
278766,"""melbourne victoria australia""","""15"""
278767,"""dallas texas usa""",NULL
278769,"""san marcos california usa""",NULL
278771,"""milford connecticut usa""",NULL
278772,"""venice florida usa""",NULL
278773,"""alexandria virginia usa""",NULL
278774,"""london n/a united kingdom""","""33"""
278777,"""overland park kansas",NULL
278778,"""köln nordrhein-westfalen germany""","""42"""
278781,"""lincolnton north carolina usa""","""54"""
278782,"""larnaca n/a cyprus""",NULL
278784,"""vancouver british columbia canada""",NULL
278786,"""st. catharines ontario canada""",NULL
278788,"""zuerich n/a switzerland""",NULL
278789,"""new york new york usa""","""31"""
278795,"""santa pola alicante spain""","""35"""
278796,"""baxter springs kansas usa""","""34"""
278798,"""stayton oregon usa""","""39"""
278799,"""hamburg germany germany""",NULL
278800,"""canyon country california usa""","""45"""
278806,"""la jolla california usa""",NULL
278807,"""pollock pines california usa""","""66"""
278813,"""phoenix arizona usa""",NULL
278815,"""portland oregon usa""","""56"""
278818,"""allentown pennsylvania usa""","""15"""
278819,"""surfside beach texas usa""","""32"""
278820,"""ninety six south carolina usa""","""59"""
278823,"""new westminster british columbia canada""",NULL
278824,"""madison new jersey usa""","""41"""
278825,"""portland oregon usa""",NULL
278828,"""germantown illinois usa""",NULL
278831,"""anchorage alaska usa""",NULL
278832,"""new smyrna beach florida usa""","""62"""
278836,"""des moines washington usa""","""47"""
278838,"""massillon ohio usa""","""15"""
278843,"""pismo beach california usa""","""28"""
278844,"""st. paul minnesota usa""","""28"""
278846,"""toronto ontario canada""","""23"""
278849,"""georgetown ontario canada""","""23"""
278851,"""dallas texas usa""","""33"""
278852,"""brisbane queensland australia""","""32"""
278854,"""portland oregon usa""",NULL
